life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,schooling
79.6,88,2,7.31,95,0,59.3,95,6.87,95,0.1,1781.3668,16661942,0.9,15.2
78.9,9,2,7.39,92,0,58.7,95,6.35,96,0.1,1526.87746,16491687,0.9,14.8
78.9,91,2,7.33,95,0,58.1,94,6.18,94,0.1,9484.681227,16319792,0.9,14.9
75.8,86,171,5.78,99,52628,31.9,99,5.55,99,0.1,7683.5238,136427,3.7,13.1
75.6,88,185,5.79,99,26883,3.9,99,5.39,99,0.1,777.77594,135738,3.8,12.7
75.4,89,201,5.74,99,6183,3,99,5.26,99,0.1,6337.882993,135695,3.9,12.4
75.2,91,215,5.63,99,9943,29,99,5.3,99,0.1,5633.79616,134413,4.1,12.8
75,92,231,5.75,99,38159,28.1,99,4.89,99,0.1,456.512487,133775,4.2,12.5
74.9,93,248,4.88,99,52461,27.3,99,5.8,99,0.1,3838.434292,133126,4.4,12.2
74.5,97,266,4.27,95,131441,26.5,99,4.59,97,0.1,3471.247547,1324655,4.5,11.9
74.4,96,285,3.88,92,109023,25.7,94,4.32,93,0.1,2695.366223,1317885,4.7,11.4
74.2,98,307,3.28,91,99602,24.9,94,4.52,93,0.1,299.229676,13112,4.8,11
73.9,99,332,2.92,84,124219,24.1,87,4.66,87,0.1,1753.4178,13372,5,10.6
73.5,11,360,3.04,79,70549,23.4,87,4.72,87,0.1,158.668462,129675,5.1,10.2
73.1,13,391,2.96,75,71879,22.6,87,4.82,86,0.1,1288.642924,12884,5.3,9.9
72.7,16,422,2.91,7,58341,21.9,86,4.79,86,0.1,1148.5857,1284,5.5,9.7
72.2,11,457,2.84,65,88962,21.2,86,4.56,86,0.1,153.1824,127185,5.7,9.6
71.7,115,490,3.06,6,71093,2.5,86,4.6,85,0.1,959.372181,1262645,5.9,9.5
74.6,144,11,4.38,9,0,57.2,9,7.2,9,0.1,7913.383432,47791911,2.1,13.6
74.4,145,11,4.41,91,1,56.4,91,6.84,91,0.1,83.5863,47342981,2.1,13.3
74.3,143,11,4.44,92,1,55.7,91,6.93,91,0.1,7884.984429,46881475,2.1,13.2
74.2,144,12,4.37,85,6,55,85,6.64,85,0.1,7227.73968,4646646,2.2,13
73.6,15,12,4.28,88,0,54.2,88,6.76,88,0.1,625.65544,4591897,2.2,12.8
73.6,15,13,4.34,92,0,53.5,92,7.1,92,0.1,5148.422113,45416181,2.2,12.4
73.5,146,14,4.45,92,0,52.8,92,6.62,92,0.1,5433.7245,4491544,2.3,12.2
73.5,144,14,4.66,93,0,52,93,6.25,93,0.1,4674.21961,44374572,2.3,11.9
73.1,147,15,4.53,93,0,51.3,94,6.11,93,0.1,379.78776,43835722,2.3,11.5
73.1,144,15,4.38,93,0,5.5,93,5.82,93,0.1,3386.256,43285634,2.4,11.1
72.8,148,16,4.26,89,0,49.8,89,5.37,89,0.1,274.249442,42724163,2.4,11.3
72.4,15,16,4.25,92,0,49,92,5.92,92,0.1,2246.257472,42152151,2.5,11.6
71.8,163,17,4.45,78,139,48.2,83,5.67,81,0.1,2355.725857,41572491,2.5,11.5
71.5,165,17,4.43,8,3,47.5,83,5.96,8,0.1,2395.856551,498899,2.5,11.4
71.4,167,18,4.66,78,1,46.7,82,5.91,79,0.1,2472.197831,443958,2.6,11.3
63.2,23,1,0.01,88,0,23.7,87,6.75,87,0.8,852.954379,759385,6.8,11.1
62.9,233,1,0.01,88,0,23.2,85,6.51,87,0.8,834.341949,7415,6.8,10.9
62.5,237,2,0.01,89,1,22.6,85,7.11,86,0.8,788.632653,723868,6.9,10.8
62.2,241,2,0.12,83,3,22.1,85,6.1,83,0.2,829.7586885,76569,7,10.6
61.8,246,2,0.15,74,0,21.6,82,5.82,74,0.1,769.1742883,689692,7.1,10.5
61.3,251,2,0.17,83,1,21.1,84,3.82,83,0.1,778.5454199,673252,7.2,10.3
61,255,2,0.12,81,0,2.6,81,5.13,81,0.1,795.97519,657229,7.2,10.2
66,259,2,0.16,75,0,2.1,75,4.93,75,0.1,72.759313,64162,7.3,10
63,262,2,0.25,69,85,19.6,69,4.57,69,0.1,648.38717,626425,7.4,9.9
60,266,2,0.24,68,912,19.2,67,4.32,68,0.1,621.93372,611627,7.5,9.7
59.8,269,2,0.27,77,0,18.8,73,3.96,76,0.1,616.4197236,597228,7.5,9.5
59.6,271,2,0.26,28,0,18.4,8,3.65,8,0.1,544.566526,583211,7.6,9.2
79.5,96,1,3.45,91,1,59.5,91,9.31,91,0.1,1647.44179,4757575,1.7,13.9
79.4,96,1,3.42,94,0,58.5,95,9.47,95,0.1,1569.66631,47641,1.7,13.7
79.2,97,1,3.34,91,0,57.5,9,9.56,91,0.1,9985.36959,4654122,1.8,13.6
79,98,1,3.41,84,0,56.5,82,9.73,85,0.1,9186.59639,46474,1.8,13.4
78.1,16,1,3.58,89,0,55.5,93,9.66,88,0.1,8199.414621,454528,1.8,13.3
79.2,96,1,4.07,87,0,54.4,8,9.69,86,0.1,689.396224,4488263,1.9,13.1
78.9,99,1,4.22,89,0,53.4,89,9.1,9,0.1,6911.136136,442958,1.9,12.9
78.9,93,1,4.2,89,0,52.4,89,8.37,89,0.1,612.623418,4369469,1.9,12.8
78,16,1,4.15,88,0,51.4,89,7.82,89,0.1,5245.187372,438794,2,12.6
78.6,97,1,4.1,9,1,5.3,91,7.74,91,0.1,4697.11135,4247841,2,12.4
77.7,12,1,4.09,89,0,49.3,9,7.8,9,0.1,4425.57467,418738,2.1,12.2
78,1,1,4.04,86,1,48.3,88,8.45,88,0.1,4167.71417,4125971,2.2,12.1
78.3,99,1,4.17,94,0,47.3,94,8.23,94,0.1,462.14965,46324,2.2,11.9
77.5,1,1,4.29,8,0,46.4,92,7.25,91,0.1,3981.52847,3996798,2.3,11.7
77.6,98,1,4.34,89,0,45.4,8,7.12,88,0.1,388.363689,3925443,2.4,11.6
63,252,1,0.38,78,0,34.4,78,1.57,78,2.1,174.91511,912164,5.6,6.3
62.7,256,1,0.53,82,28,33.8,82,9.14,82,2.1,1622.637974,896688,5.6,6.3
62.2,263,1,0.52,81,709,33.2,81,8.95,81,1.9,1536.15685,881185,5.6,6.3
61.8,268,1,0.39,87,49,32.7,87,8.71,87,2.7,143.986898,865937,5.6,5.9
61.3,273,1,0.44,88,7,32.2,88,8.84,88,3.1,1325.99724,851146,5.6,5.5
69,279,1,0.49,89,48,31.7,89,8.37,89,3.2,1253.657431,83684,5.7,5.3
62,289,1,0.49,88,143,31.3,89,8.5,89,3.3,1214.77118,822934,5.7,5
59.8,296,1,0.45,25,24,3.9,88,7.72,88,3.5,147.586896,8942,5.8,4.5
73.6,154,6,5.92,89,0,57.9,9,4.38,91,0.3,6268.692122,145844,3.3,13.2
73.4,157,6,5.93,8,0,56.8,82,4.12,83,0.3,627.55544,1281296,3.3,13.2
72.1,174,6,5.93,74,0,55.8,85,4.26,85,0.4,5968.876767,115495,3.3,13.1
73.1,16,6,5.91,8,2,54.7,84,4.22,84,0.7,5759.643,12795,3.3,13
72.7,166,6,6.02,83,0,53.6,85,4.6,88,0.9,5451.6696,9897985,3.3,12.9
73.6,157,6,6.05,8,0,52.6,85,4.41,82,1.2,4952.67753,9767758,3.4,12.9
73.3,161,6,6.12,81,0,51.5,86,4.2,82,1.4,511.37937,963652,3.4,12.8
72.9,164,6,6.05,81,0,5.4,86,4.34,85,1.6,4647.31359,954353,3.4,12.7
72.3,178,7,6.2,84,0,49.3,88,4.34,89,1.8,3836.468771,9371338,3.5,12.6
69.7,28,7,5.71,87,0,48.2,86,4.26,87,2,3681.5993,9237566,3.5,12.6
69.3,214,7,5.16,82,0,47.2,66,4.28,79,2.1,2421.9662,912998,3.6,12.5
73,22,7,6.32,79,0,46.1,65,5.53,79,2.3,2372.628827,896776,3.6,12.4
71.4,189,7,6.43,63,0,45.1,74,5.79,82,2.4,38.46578,8832285,3.7,12.3
71.2,188,7,6.13,66,113,44.1,71,5.59,72,2.5,2862.154836,8697126,3.8,12.3
72,176,7,6.58,68,253,43.1,71,5.9,78,2.5,282.4242,8562622,3.8,12.2
76,121,6,3.82,83,0,53.5,84,9.16,83,0.1,6432.216537,1593112,1.2,14
76,121,6,3.77,87,0,52.8,87,7.29,87,0.1,674.9829,15661547,1.3,13.4
75.5,127,7,3.92,88,72,52.1,85,6.48,87,0.1,572.14313,15419666,1.3,13.3
75.3,131,7,3.99,88,257,51.4,85,5.92,88,0.1,5223.351763,15177355,1.3,13.2
75,134,7,3.95,9,0,5.7,88,5.9,91,0.1,4657.32361,1493469,1.3,13.1
75.1,137,7,3.87,91,0,5,91,5.58,94,0.1,4255.56571,14691275,1.3,13.1
74.6,139,7,3.76,93,1,49.3,94,5.66,96,0.1,4274.95265,14447562,1.3,13
74.7,14,7,3.63,94,0,48.6,95,5.94,96,0.2,359.71886,1425453,1.4,12.9
74.4,144,8,3.52,96,0,47.9,92,5.86,96,0.3,335.786541,1396748,1.4,12.8
74.2,151,8,3.54,92,0,47.2,89,5.87,92,0.3,321.942547,13735233,1.4,12.8
74.4,148,8,3.65,88,0,46.5,9,6.22,88,0.3,278.557892,1359647,1.5,12.7
74.4,151,8,3.69,82,0,45.8,97,6.46,87,0.3,244.46898,1328961,1.5,12.6
73.6,157,8,3.88,75,0,45.1,88,4.62,88,0.3,2183.966796,13726,1.5,12.5
73.4,158,9,4.13,69,2,44.3,9,3.86,89,0.3,193.741571,12852755,1.6,12.4
72.8,163,9,3.99,36,0,43.6,83,3.38,87,0.3,1451.29776,12628596,1.6,12.4
73.3,181,2,2.52,93,0,55.4,93,6.77,94,0.2,3988.771871,6281189,1.6,13.2
73,184,2,2.42,92,0,54.7,92,6.95,92,0.2,3895.664491,625777,1.6,13.2
73,181,2,2.48,92,0,54.1,93,6.7,92,0.3,3827.786267,6221246,1.6,13.2
72,197,2,2.37,89,0,53.4,9,6.81,89,0.3,3736.58713,619256,1.7,13
72,191,2,2.36,89,0,52.8,89,6.91,89,0.3,3474.392445,6164626,1.7,12.9
71.4,23,2,2.55,91,0,52.1,91,6.83,91,0.3,3366.482133,6137276,1.7,12.8
71.7,194,2,2.68,98,0,51.4,98,6.21,98,0.3,357.347674,61131,1.8,13.4
71.2,23,2,2.83,99,0,5.8,99,6.32,99,0.3,334.83817,683475,1.8,12.9
75,211,3,2.77,96,0,5.1,96,6.68,96,0.2,362.951768,656478,1.8,12.9
71,213,3,2.77,89,0,49.4,89,7.19,89,0.2,2835.281237,628961,1.9,12.7
70,215,3,2.9,9,0,48.6,9,7.3,9,0.3,2632.79942,6775,1.9,12.4
69.9,29,3,3.1,94,0,47.8,93,7.61,94,0.3,2519.737387,5971535,2,12
73,24,3,2.97,81,0,47,81,7.9,81,0.4,248.4125,59433,2,11.8
68.9,219,4,2.88,75,2,46.2,94,8.2,92,0.4,2338.772244,595962,2.1,11.6
69,218,4,2.79,99,0,45.3,98,8.17,99,0.4,2238.4116,5867626,2.1,11.3
57.9,32,3,0.01,2,13,24,24,3.8,2,4.4,192.59733,1129424,8.5,9.2
62.9,286,6,0.62,96,48,16.5,96,3.6,96,0.7,582.775532,447469,8.8,5
62.1,298,6,0.61,9,51,16,9,3.24,9,0.9,482.14994,43984,8.9,5.1
61.4,311,6,0.63,92,82,15.5,92,3.3,92,1,43.7544499,431334,9,5.2
67,322,6,0.49,94,0,15.1,94,3.69,94,1.1,326.825642,4232636,9.1,5.2
62,329,6,1.23,91,55,14.7,91,3.29,91,1.3,317.3294336,4153332,9.2,5.3
59.7,336,7,0.97,94,128,14.3,94,3.3,94,1.4,297.828588,466648,9.3,5.3
59.4,34,7,1.07,96,19,13.9,96,2.97,96,1.6,276.75896,39697,9.4,5.4
59.1,342,7,0.64,84,24,13.6,98,3.14,98,1.8,287.4222243,3858623,9.6,5
58.8,343,7,0.56,91,376,13.3,95,3.5,93,1.9,232.7945459,3738265,9.7,4.7
58.5,343,7,0.83,86,460,13.1,92,4.2,9,1.9,21.7687981,3614639,9.9,4.4
77.3,122,0,0.01,93,0,59.4,93,6.38,93,0.1,19941.45532,1314545,1.9,16.5
76.9,127,0,0.01,93,2,59,94,6.48,94,0.1,1929.7746,1317997,1.9,16.5
76.3,135,0,0.01,94,4,58.5,94,6.36,94,0.1,17421.8922,1322696,1.9,16.5
76.1,138,0,0.01,94,7,58,93,5.83,93,0.1,17454.84342,1327439,1.9,16.4
75.6,137,0,14.97,94,0,57.6,94,6.25,94,0.1,14638.6482,1331475,1.9,16.2
74.9,156,0,15.04,95,0,57.1,95,6.93,95,0.1,14726.31828,1334515,2,16.1
74.2,167,0,16.99,94,0,56.7,95,6.6,95,0.1,1894.5485,13379,2,16.1
73,189,0,17.87,95,1,56.3,95,5.16,95,0.1,16586.452,13468,2,16.1
73,188,0,16.58,95,27,55.9,95,5.1,95,0.1,12595.4165,134681,2.1,16.1
72.8,189,0,15.52,95,2,55.5,96,5.2,96,0.1,1338.31322,1354775,2.1,15.9
72.3,195,0,15.07,9,0,55.2,95,5.13,94,0.1,885.465115,136255,2.2,15.7
64.2,234,140,0.01,77,12739,17.2,75,4.88,77,0.6,571.1622759,97366774,1.5,8.4
63.7,237,145,1.86,72,5253,16.8,7,5.19,72,0.9,52.1535887,94887724,1.6,8.4
63.3,241,150,1.84,69,4347,16.4,7,5.77,69,1.2,468.567249,92444183,1.7,8.4
62.6,249,156,1.32,65,3255,16,7,6.55,65,1.4,354.8463544,946756,1.9,8.2
61.8,261,162,1.34,62,4235,15.6,69,6.86,61,1.7,341.39992,877267,11,8.1
68,274,169,1.17,56,1176,15.3,65,4.41,58,2,379.7566385,85416253,11.1,8.1
59.8,289,177,1.13,52,3511,14.9,63,4.28,54,2.4,325.3825543,83184892,11.2,7.6
58.5,39,186,1.06,47,1446,14.5,61,4.69,5,2.8,243.326822,8149,11.3,7.1
69.7,19,0,0.01,99,0,61.9,99,4.49,99,0.1,546.3728,88586,4,15.2
69.6,192,0,0.01,99,0,61.1,99,4.26,99,0.1,4763.68956,879715,4,15
69.4,195,0,0.01,99,0,6.2,99,4.16,99,0.1,4546.73854,873596,4,14.9
69.2,197,0,0.01,99,0,59.5,99,4.6,99,0.1,4353.121392,86786,4,14.7
69.1,2,0,2.25,99,0,58.7,99,4.23,99,0.1,3651.966784,85995,4,14.6
68.9,23,0,2.31,99,1,58,99,4.26,99,0.1,3369.48247,851967,4,14.5
68.7,26,0,1.95,99,0,57.3,99,3.68,99,0.1,4177.657789,84334,4,14.3
68.6,29,0,2.09,99,0,56.6,99,3.74,99,0.1,478.82327,834812,4.1,14.2
68.5,211,0,2.06,99,136,55.9,98,3.84,98,0.1,3749.939813,827411,4.1,14
68.3,214,0,2.02,99,0,55.1,97,3.61,96,0.1,3658.63832,821817,4.1,13.9
68.1,218,0,1.63,99,37,54.2,96,3.61,95,0.1,3332.918533,818354,4.2,13.4
68,22,0,1.76,99,305,53.2,95,3.35,94,0.1,2835.973972,816628,4.2,13.3
67.9,22,0,1.85,99,304,52.2,94,3.48,93,0.1,2259.55796,815691,4.2,13.3
67.8,221,0,1.93,98,17,51.2,92,3.28,91,0.1,238.891729,814218,4.3,13.2
67.7,221,0,2.05,98,0,5.2,91,3.87,9,0.1,276.1338,811223,4.3,13.1
82.2,79,3,11.5,83,267,62,98,11.54,98,0.1,42955.24287,66331957,0.6,16.2
82,81,3,11.1,74,272,61.6,99,11.56,99,0.1,42554.1225,6599857,0.6,16.2
81.5,83,3,11.5,78,0,61.1,99,11.44,99,0.1,4838.2444,6565979,0.6,16.1
81.7,83,3,11.8,74,14949,6.6,99,11.33,99,0.1,4381.288,65342776,0.6,16.1
81.3,86,3,11.7,65,5048,6.1,99,11.2,99,0.1,473.34279,6527512,0.6,16
81.1,88,3,11.8,51,1541,59.6,98,11.28,98,0.1,41631.13141,647744,0.6,16
89,88,3,11.9,47,604,59.1,98,1.57,98,0.1,45413.6571,6437499,0.6,16.1
89,89,3,12.2,42,39,58.6,99,1.45,98,0.1,416.58397,6416229,0.6,16.1
86,92,3,12.4,39,40,58,99,1.53,99,0.1,36544.5853,63621376,0.6,16.1
81,93,3,12.2,35,36,57.5,98,1.6,98,0.1,34879.72633,63179356,0.6,15.5
82,94,3,13.18,35,4448,57,99,1.53,98,0.1,33874.74255,6274897,0.6,15.5
79.3,99,3,13.49,28,0,56.4,96,1.43,97,0.1,29691.18158,62244884,0.6,15.4
79.2,11,3,13.78,29,5185,55.8,97,1.22,97,0.1,24275.2426,6185267,0.7,15.5
79,13,3,13.89,28,0,55.2,98,9.89,97,0.1,22527.31775,61357431,0.7,15.6
78.8,13,3,13.63,26,10000,54.6,98,9.77,97,0.1,22465.64184,6912498,0.7,15.7
65.5,237,2,0.01,7,33,35.8,68,3.44,7,2.8,9692.163874,1875713,6.1,12.6
64.6,255,2,8.86,79,122,35.2,77,3.98,79,3.7,9679.742995,1817271,6.2,12.5
63.5,276,2,8.3,82,2,34.6,8,3.13,82,4.9,9774.18117,1756817,6.3,12.5
62.8,289,2,8.9,75,2,34.1,75,3.12,75,6,1716.2258,169711,6.4,12.5
62.3,294,2,8.85,67,1,33.5,68,3.41,67,7,8754.113376,16421,6.5,12.5
61.7,31,2,8.64,79,0,33,74,3.43,76,8,763.66223,1586754,6.7,12.4
61.6,298,2,8.75,82,3,32.4,81,2.54,82,8.9,194.2746,1536411,6.8,12.4
61.6,291,2,9.02,75,0,31.9,78,2.86,81,10,8352.81711,1489193,6.9,12.4
61.4,288,2,8.01,52,90,31.4,44,2.88,45,10.7,727.777345,1444844,7.1,12.4
65,37,2,7.72,28,0,3.8,44,2.76,45,10.9,6741.2939479999995,143126,7.2,12.4
74.5,125,1,6.13,91,3188,55.3,91,7.42,91,0.1,4429.6575,3727,2.7,13.5
74.5,128,1,5.91,96,7872,54.4,94,7.25,93,0.1,4274.376857,3776,2.7,13.5
74.2,13,1,7.71,92,31,53.6,93,8.57,92,0.1,4142.869175,3825,2.6,13.4
73.9,127,1,8.14,89,64,52.8,88,9.38,94,0.1,3725.63221,3875,2.6,13.3
73.8,132,1,7.24,95,22,52,88,1.5,92,0.1,2964.47734,3926,2.6,13.3
73.2,133,1,6.66,54,23,51.3,93,1.19,88,0.1,276.588512,3978,2.6,12.8
73.9,128,1,7.17,89,56,5.5,9,8.99,92,0.1,3174.9491,43,2.6,13.1
74.4,12,1,8.65,94,44,49.9,88,8.17,98,0.1,2492.12878,482,2.7,12.5
73.9,126,1,6.18,84,334,49.2,89,8.39,88,0.1,1872.68416,4136,2.7,12.6
73.9,128,1,4.7,79,1356,48.6,82,8.6,82,0.1,153.57521,419,2.8,12.2
72.3,134,1,3.74,64,6847,48.1,66,8.53,78,0.1,127.367228,4245,2.8,12
72.7,132,1,3.36,48,216,47.5,74,8.49,75,0.1,928.18227,431,2.9,11.8
71.7,142,2,2.72,51,199,47,89,8.72,84,0.1,779.3845935,4357,2.9,11.8
73,121,2,2.76,61,35,46.5,83,7.82,87,0.1,733.974142,43864,3,11.7
71.8,129,2,3.28,55,50,46,81,6.94,8,0.1,691.997711,44183,3.1,11.4
62.1,253,37,0.01,98,124,28,93,3.56,98,0.8,1432.227943,26962563,6.4,11.7
61.9,254,38,0.01,9,319,27.3,91,4.63,9,0.9,1814.492297,26346251,6.6,11.5
61.6,257,39,0.01,92,1613,26.7,91,4.79,92,0.9,1629.8222,2573349,6.7,11.2
61.2,263,40,1.64,91,120,26.1,91,4.81,91,1.3,1574.978653,25121796,6.9,10.9
69,267,40,1.69,94,641,25.5,94,5.33,94,1.9,1312.67557,2451214,7.1,10.5
66,271,41,1.76,94,101,24.9,94,5.17,94,2.1,186.76538,2393831,7.3,10.4
63,275,41,1.78,93,82,24.2,92,4.85,93,2.2,1224.41554,2329864,7.5,9.8
59.9,28,41,1.25,94,6,23.6,94,5.3,94,2.6,19.686718,227212,7.7,9.1
59.4,288,41,1.7,84,420,23,84,4.64,84,2.9,922.9351677,22113425,7.9,8.7
58.9,296,41,1.5,84,435,22.4,85,4.51,84,3.1,498.172394,215429,8.1,8.1
58.3,34,41,1.46,8,60,21.8,81,3.96,8,3.2,423.1936389,2986536,8.4,7.7
57.9,38,41,1.53,8,1939,21.2,8,3.12,8,3.4,373.2815537,2446782,8.6,7.9
57.6,31,42,1.6,8,12289,2.7,8,3.7,78,3.5,39.484473,19924522,8.8,7.6
88,73,0,7.53,96,1,66,99,8.8,99,0.1,21673.7817,1892413,0.8,17.2
86,74,0,7.46,98,3,65.4,99,9.26,99,0.1,21874.8195,1965211,0.8,17.1
84,76,0,8.2,98,3,64.9,99,9.24,99,0.1,22242.68193,114511,0.8,16.8
85,76,0,8.02,95,40,64.3,99,9.77,99,0.1,25916.29353,1114899,0.8,16.7
83,76,0,9,95,149,63.7,99,9.18,99,0.1,26917.75898,11121341,0.8,16.4
80,78,0,9.08,95,2,63.1,99,9.76,99,0.1,2971.973,111717,0.8,16.2
79.9,77,0,9.51,95,1,62.4,99,9.76,99,0.1,31997.2821,1177841,0.8,15.9
79.4,8,0,9.67,95,2,61.8,99,9.41,99,0.1,28827.32636,1148473,0.8,16.4
79.7,77,0,9.42,94,0,61.2,98,9.34,98,0.1,2481.15781,112362,0.8,16.3
79.3,81,0,9.95,93,122,6.5,96,9.36,96,0.1,22551.73574,1987314,0.8,15.6
79.2,81,0,9.56,92,1,59.9,95,8.3,95,0.1,21955.149,1955141,0.8,15.3
79.1,81,0,9.46,92,0,59.2,93,8.61,94,0.1,18477.57841,19287,0.8,15.2
79,81,1,8.09,91,5,58.6,92,8.72,92,0.1,1411.31339,19222,0.8,14.6
78.7,83,1,8.62,9,12,58,9,8.47,91,0.1,12538.17883,1862132,0.9,14.2
78.2,84,1,8.48,89,56,57.4,89,7.6,89,0.1,1242.95373,18588,0.9,13.9
71.7,187,10,1.88,73,0,49.9,65,6.2,73,0.4,3687.763767,15923559,1.2,10.7
71.4,189,11,1.93,85,0,49.3,84,6.3,85,0.4,3452.828934,15596214,1.2,10.7
71.3,189,11,2.02,96,0,48.6,94,6.33,96,0.4,3299.65139,1527156,1.2,10.6
71.1,193,11,2.16,88,0,47.9,88,6.28,88,0.4,3187.845296,14948919,1.2,10.5
77,196,12,2.14,94,0,47.2,94,6.64,94,0.4,2825.5247,1463417,1.3,10.5
76,198,12,2.14,92,0,46.5,92,6.79,92,0.4,2635.753474,1431628,1.3,10.4
79,19,13,2.21,95,0,45.9,96,6.65,95,0.4,2794.22189,146366,1.3,10.4
75,192,13,2.4,85,0,45.2,85,6.86,85,0.4,2489.955836,137286,1.3,10.1
69.7,24,14,2.38,89,0,44.5,9,7.7,89,0.4,2256.56724,133978,1.4,9.8
69.2,28,14,2.35,87,0,43.8,87,6.79,87,0.4,277.83438,139628,1.4,9.6
58.1,299,27,0.01,51,175,22.7,42,5.64,51,0.5,561.997387,118559,7.5,8.6
58.8,284,27,0.01,63,53,22.2,63,5.49,63,1,54.169324,11536615,7.7,8.5
58.4,288,28,0.01,62,6,21.7,63,5.39,62,1.9,52.3485646,11281469,7.8,8.5
58.1,29,28,0.22,63,11,21.2,63,4.73,63,2,459.2912,113517,8,8.4
57.8,291,29,0.2,64,45,2.8,62,4.55,64,2.2,438.7513346,179417,8.2,8.3
57.3,297,29,0.18,57,264,2.3,6,3.85,57,2.3,436.6895539,1556524,8.4,8.1
56.8,33,30,0.21,57,89,19.8,59,3.21,6,2.3,437.4467238,1323142,8.6,7.9
56.4,36,31,0.19,57,3,19.4,46,3.8,63,2.4,49.456775,196727,8.9,7.6
58.4,282,4,0.01,87,1,25.6,87,5.59,87,3.4,642.6256154,1725744,7.3,9.2
58.1,279,4,0.01,87,0,25,87,6.14,87,4.5,61.566347,1681495,7.5,9.1
57.6,285,4,0.01,87,0,24.3,87,5.96,87,5.3,67.7518833,1638139,7.7,9.1
57.1,289,4,3.57,86,0,23.7,85,5.46,86,5.7,692.69989,1596154,7.8,9
56.7,287,4,3.21,83,26,23.1,82,6.7,83,5.9,543.957418,155588,8,8.9
56.3,288,4,2.55,8,0,22.5,78,6.81,8,6,544.222779,1517448,8.3,8.9
66,217,0,7.64,98,0,45.9,97,5.25,98,0.3,43.82321,763393,5.5,10.3
65.9,218,0,7.56,98,0,45,98,5.1,98,0.3,3944.178173,75881,5.5,10.3
65.8,22,0,7.57,97,0,44.1,97,6.57,97,0.3,3785.935665,75391,5.6,10.6
65.6,229,0,7.56,93,0,43.2,93,6.8,93,0.4,3439.597513,7491,5.6,10.3
65.9,221,0,7.52,95,0,42.4,95,6.6,95,0.4,326.281212,746556,5.6,10.2
66.1,218,0,7.49,98,0,41.6,97,7.32,98,0.3,2716.35256,745693,5.6,10.5
66.3,218,1,7.32,93,0,4.9,93,7.46,93,0.8,2576.124957,746314,5.6,10.7
65.7,232,1,7.2,94,0,4.3,94,6.45,94,1.9,2327.58324,747869,5.7,11.2
65.2,24,1,7.04,93,0,39.6,92,4.67,93,1.1,1945.6395,74961,5.7,11.7
65,238,1,7.35,93,0,39,93,5.83,93,1.8,198.455216,75946,5.7,11.4
65.1,237,1,7.84,91,0,38.4,91,5.73,91,1.9,145.58861,751652,5.8,11.2
65.3,237,1,7.93,9,0,37.8,91,5.97,9,2.1,986.7958173,751857,5.8,11.1
65.3,244,1,7.73,91,0,37.1,93,5.84,91,2.3,96.8674827,751884,5.9,11
65.4,247,1,6.71,85,0,36.4,9,5.82,85,1.7,925.582546,752263,5.9,10.9
63.1,245,14,0.01,48,0,48.8,55,7.56,48,0.5,83.1148117,1572466,3.9,9.1
62.7,253,14,5.68,68,0,47.7,67,8.1,68,0.5,81.265673,1431776,3.9,9.1
74.5,149,3,2.87,97,0,5.2,97,8.72,97,0.3,2242.711912,889216,2.1,11.4
74.3,15,4,3.11,97,0,49.3,97,9.15,97,0.4,2136.77395,8657785,2.2,11.6
74.1,151,4,3.11,97,0,48.4,97,9.78,97,0.4,2178.38325,855646,2.2,11.6
73.9,153,4,3.1,97,0,47.6,97,8.57,97,0.4,212.584798,83516,2.2,11.7
73.6,156,4,3.1,97,0,46.8,97,8.45,97,0.4,1932.85829,8194778,2.3,11.5
73.4,157,4,3.08,97,0,45.9,97,8.84,97,0.5,1815.489496,83521,2.3,11.3
73.2,159,4,3.14,92,0,45.1,93,8.4,93,0.6,1751.595857,7872658,2.3,11.1
73,16,5,3.16,93,0,44.3,94,7.89,94,0.7,1592.572182,777972,2.4,10.9
72.8,161,5,3.23,94,0,43.5,94,7.63,95,0.8,1437.628785,754146,2.4,10.8
72.5,163,5,3.23,97,0,42.8,98,7.81,98,0.9,1311.741714,737343,2.5,10.6
72.2,165,5,3.02,93,0,42,94,7.89,94,1.2,1217.657961,724153,2.6,10.4
71.9,166,6,3.04,91,0,41.2,92,8.29,92,1.4,1157.3427,733821,2.6,10.3
71.6,169,6,3.09,94,0,4.4,95,7.28,95,1.5,1132.8721,6863157,2.7,10.1
71.3,171,6,2.74,95,0,39.6,99,6.88,96,1.6,113.4546,669361,2.7,9.9
71,174,6,2.61,93,0,38.8,88,6.63,94,1.7,188.783165,6524283,2.8,9.8
68,184,957,3.07,79,79563,18.1,84,4.69,85,0.2,1573.11889,1293859294,26.8,11.6
67.6,187,1000,3.11,7,13822,17.5,82,4.53,83,0.2,1452.195373,127856227,26.8,11.5
67.3,19,1100,3.1,73,18668,17,79,4.39,82,0.2,1446.98541,126365852,26.9,11.3
66.8,193,1100,3,44,33634,16.4,79,4.33,82,0.2,1461.671957,124723629,26.9,10.8
66.4,196,1200,2.77,38,31458,15.9,76,4.28,79,0.2,1345.77153,12398691,27,10.4
66,2,1300,2.5,37,56188,15.4,73,4.38,74,0.2,19.317765,121427132,27,10.5
